country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,Year,Month,Day
Singapore,SGP,11-08-21,8262021,4408835,3853186,47439,58527,151.5,80.84,70.65,10732,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,11
Singapore,SGP,12-08-21,8306874,4417729,3889145,44853,55514,152.32,81.01,71.31,10179,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,12
Singapore,SGP,13-08-21,8363535,4428441,3935094,56661,52999,153.36,81.2,72.16,9718,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,13
Singapore,SGP,14-08-21,8419332,4439036,3980296,55797,50858,154.38,81.4,72.98,9326,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,14
Singapore,SGP,15-08-21,8457834,4446734,4011100,38502,47596,155.09,81.54,73.55,8727,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,15
Singapore,SGP,16-08-21,8484231,4454657,4029574,26397,45479,155.57,81.68,73.89,8339,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,16
Singapore,SGP,17-08-21,8505633,4461552,4044081,21402,41579,155.96,81.81,74.15,7624,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,17
Singapore,SGP,18-08-21,8526659,4467595,4059064,21026,37805,156.35,81.92,74.43,6932,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,18
Singapore,SGP,19-08-21,8545813,4473159,4072654,19154,34134,156.7,82.02,74.68,6259,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,19
Singapore,SGP,20-08-21,8572284,4481227,4091057,26471,29821,157.19,82.17,75.02,5468,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,20
Singapore,SGP,21-08-21,8593784,4488074,4105710,21500,24922,157.58,82.3,75.28,4570,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,21
Singapore,SGP,22-08-21,8605727,4492064,4113663,11943,21128,157.8,82.37,75.43,3874,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,22
Singapore,SGP,23-08-21,8622275,4496807,4125468,16548,19721,158.1,82.46,75.65,3616,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,23
Singapore,SGP,24-08-21,8636133,4500781,4135352,13858,18643,158.36,82.53,75.83,3418,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,24
Singapore,SGP,25-08-21,8649939,4505132,4144807,13806,17611,158.61,82.61,76,3229,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,8,25
